KOD_SUKL;LEKAR;LEKARNIK;PACIENT;TYP;PLATNOST_OD;PLATNOST_DO;PRIORITA
0154709;1;1;0;DI;16.12.2024;16.12.2026;Stredni
0168960;1;1;0;EM;15.03.2018;15.03.2028;Stredni
0168991;1;1;0;EM;01.12.2023;01.12.2033;Stredni
0169047;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0169050;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0169052;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0169055;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0169059;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0169061;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0192530;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0192700;1;1;0;EM;04.01.2021;04.01.2031;Stredni
0192768;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0192835;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0193319;1;1;0;EM;04.08.2025;01.01.2050;Stredni
0193504;1;1;0;EM;16.02.2024;16.02.2034;Stredni
0207848;1;1;0;EM;25.06.2021;25.06.2031;Stredni
0207848;0;0;1;EM;25.06.2021;25.06.2031;Stredni
0207851;1;1;0;EM;25.06.2021;25.06.2031;Stredni
0208125;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0208128;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0208132;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0208559;1;1;0;DI;29.07.2024;29.07.2026;Stredni
0154875;1;1;0;EM;06.01.2025;06.01.2035;Stredni
0154909;0;0;1;EM;31.10.2025;01.01.2050;Stredni
0169065;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0169069;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0169298;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0193648;0;0;1;EM;03.02.2025;03.02.2035;Stredni
0193696;1;1;0;EM;20.11.2025;01.01.2050;Stredni
0193731;0;0;1;EM;07.12.2020;07.12.2030;Stredni
0193734;0;0;1;EM;08.09.2016;08.09.2026;Stredni
0193743;1;1;0;EM;10.12.2024;10.12.2034;Stredni
0193748;1;1;0;EM;10.12.2024;10.12.2034;Stredni
0193803;1;1;0;EM;16.05.2014;16.05.2034;Stredni
0209222;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0209223;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0209224;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0209345;1;1;0;EM;31.03.2021;31.03.2031;Stredni
0155378;0;0;1;EM;15.02.2024;01.01.2050;Stredni
0155382;0;0;1;EM;30.01.2026;01.01.2050;Stredni
0155384;1;1;0;EM;30.01.2026;01.01.2050;Stredni
0155385;1;1;0;EM;30.01.2026;01.01.2050;Stredni
0155385;0;0;1;EM;30.01.2026;01.01.2050;Stredni
0169732;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0169882;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0170367;1;1;0;EM;02.01.2018;02.01.2028;Stredni
0170510;1;1;0;DHPC;30.04.2025;30.04.2026;Vysoka
0171179;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0172231;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0194138;1;1;0;EM;17.02.2026;01.01.2050;Stredni
0194151;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0194158;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0194291;1;1;0;EM;28.11.2025;01.01.2050;Stredni
0209128;1;1;0;EM;31.10.2025;01.01.2050;Stredni
0209214;1;1;0;EM;28.11.2025;01.01.2050;Stredni
0155390;0;0;1;EM;30.01.2026;01.01.2050;Stredni
0155391;0;0;1;EM;30.01.2026;01.01.2050;Stredni
0172671;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0172688;1;1;0;EM;22.08.2017;22.08.2027;Stredni
0173214;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0173216;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0194318;1;1;0;EM;10.07.2024;10.07.2034;Stredni
0194322;0;0;1;EM;10.07.2024;10.07.2034;Stredni
0194340;1;1;0;EM;02.03.2020;02.03.2030;Stredni
0194345;1;1;0;EM;02.03.2020;02.03.2030;Stredni
0132858;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132886;1;1;1;DI;22.07.2024;22.07.2026;Stredni
0132911;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132964;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132977;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132979;1;1;0;EM;25.09.2025;01.01.2050;Stredni
0155940;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0157947;1;1;0;EM;04.01.2021;04.01.2031;Stredni
0173304;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0176115;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0176613;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0194510;1;1;0;EM;16.07.2024;16.07.2034;Stredni
0194511;1;1;0;EM;16.07.2024;16.07.2034;Stredni
0194515;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0194515;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0194516;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0194547;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0194552;0;0;1;EM;01.11.2019;01.11.2029;Stredni
0194569;0;0;1;EM;31.03.2023;31.03.2033;Stredni
0132987;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0133770;1;1;0;EM;22.05.2024;22.05.2034;Stredni
0133771;1;1;0;EM;22.05.2024;22.05.2034;Stredni
0134066;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0134067;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0134069;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0136521;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0136522;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0136527;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0137334;0;0;1;EM;31.05.2017;31.05.2027;Stredni
0137461;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0158909;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0158921;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0158922;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0176760;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0176768;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0176773;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0176776;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0176780;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0176782;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0195123;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0195263;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0195271;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0195280;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0196753;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0137465;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0140862;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0140881;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0142307;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0142310;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0142312;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0142313;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0142314;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0158929;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0158929;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0158933;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0159095;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0159497;1;1;0;EM;12.06.2023;12.06.2033;Stredni
0176787;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0176789;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0176796;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0176796;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0176802;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0196757;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0196865;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0196871;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0196888;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0142321;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0142325;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0142327;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0142333;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0159975;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0159977;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0159981;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0159985;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0160487;0;0;1;EM;04.01.2021;04.01.2031;Stredni
0160489;1;1;0;EM;04.01.2021;04.01.2031;Stredni
0178537;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0179351;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0180259;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0180442;1;1;0;EM;22.05.2024;22.05.2034;Stredni
0198025;1;1;0;EM;04.01.2021;04.01.2031;Stredni
0198028;1;1;0;EM;04.01.2021;04.01.2031;Stredni
0198028;0;0;1;EM;04.01.2021;04.01.2031;Stredni
0198664;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0198666;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0198666;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0198667;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0198668;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0145172;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0145175;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0145987;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0160495;0;0;1;EM;04.01.2021;04.01.2031;Stredni
0160498;1;1;0;EM;04.01.2021;04.01.2031;Stredni
0160498;0;0;1;EM;04.01.2021;04.01.2031;Stredni
0161044;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0162158;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0180903;1;1;1;DI;23.12.2025;23.12.2027;Stredni
0180919;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0181995;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0198739;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0198740;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0198859;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0199290;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0199799;1;1;1;DI;22.07.2024;22.07.2026;Stredni
0199800;1;1;1;DI;22.07.2024;22.07.2026;Stredni
0146740;1;1;1;DI;02.02.2026;02.02.2028;Stredni
0146746;1;1;1;DI;02.02.2026;02.02.2028;Stredni
0146748;1;1;1;DI;02.02.2026;02.02.2028;Stredni
0148064;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0149227;1;1;0;EM;22.04.2025;22.04.2035;Stredni
0162358;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0162360;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0162363;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0162368;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0182994;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0183204;0;0;1;EM;25.06.2021;25.06.2031;Stredni
0183205;1;1;0;EM;25.06.2021;25.06.2031;Stredni
0183208;1;1;0;EM;25.06.2021;25.06.2031;Stredni
0183825;1;1;1;DI;24.03.2025;24.03.2027;Stredni
0200317;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0200690;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0200697;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0200928;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0201454;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0201455;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0201456;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0149297;1;1;0;EM;08.04.2025;01.01.2050;Stredni
0149298;0;0;1;EM;08.04.2025;01.01.2050;Stredni
0149302;1;1;0;EM;08.04.2025;01.01.2050;Stredni
0149302;0;0;1;EM;08.04.2025;01.01.2050;Stredni
0162736;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0162739;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0162740;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0162744;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0163758;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0184687;0;0;1;EM;06.01.2025;06.01.2035;Stredni
0184688;0;0;1;EM;06.01.2025;06.01.2035;Stredni
0184688;1;1;0;EM;06.01.2025;06.01.2035;Stredni
0185101;0;0;1;EM;30.04.2025;01.01.2050;Stredni
0185102;1;1;0;EM;30.04.2025;01.01.2050;Stredni
0185102;0;0;1;EM;30.04.2025;01.01.2050;Stredni
0185210;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0201919;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0201934;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0149396;0;0;1;EM;31.10.2025;01.01.2050;Stredni
0149396;1;1;0;EM;31.10.2025;01.01.2050;Stredni
0149771;1;1;0;EM;07.10.2025;01.01.2050;Stredni
0149772;0;0;1;EM;07.10.2025;01.01.2050;Stredni
0150910;1;1;1;DI;02.02.2026;02.02.2028;Stredni
0150913;1;1;1;DI;02.02.2026;02.02.2028;Stredni
0150914;1;1;1;DI;02.02.2026;02.02.2028;Stredni
0163777;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0163779;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0163782;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0185217;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0185223;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0185355;0;0;1;EM;25.06.2021;25.06.2031;Stredni
0185918;1;1;0;EM;03.08.2020;03.08.2030;Stredni
0201943;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0202455;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0202702;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0202704;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0151052;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0151436;1;1;0;EM;15.02.2024;01.01.2050;Stredni
0151913;1;1;1;DI;02.02.2026;02.02.2028;Stredni
0164250;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0165447;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0186180;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0186181;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0209484;0;0;1;EM;22.12.2023;23.12.2033;Stredni
0209903;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0236644;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0236646;1;1;0;EM;28.11.2025;01.01.2050;Stredni
0236647;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0236650;1;1;0;EM;28.11.2025;01.01.2050;Stredni
0236653;1;1;0;EM;28.11.2025;01.01.2050;Stredni
0236659;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0236662;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0239436;1;1;0;EM;26.09.2025;01.01.2050;Stredni
0239710;0;0;1;EM;02.11.2018;02.11.2028;Stredni
0239712;1;1;0;EM;02.11.2018;02.11.2028;Stredni
0219243;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0219255;1;1;0;EM;02.05.2022;02.05.2032;Stredni
0224647;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0224661;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0224733;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0224868;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0225255;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0225490;0;0;1;EM;21.08.2024;21.08.2034;Stredni
0236669;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0236674;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0236681;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0236682;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0236683;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0236748;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0236749;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0239936;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0239940;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0240579;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0240791;1;1;0;EM;18.02.2021;18.02.2031;Stredni
0219354;0;0;1;EM;14.11.2023;14.11.2033;Stredni
0225648;1;1;0;EM;02.01.2018;02.01.2028;Stredni
0225904;1;1;0;EM;22.05.2024;22.05.2034;Stredni
0226462;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0226464;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0226468;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0237626;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0237627;1;1;0;EM;25.02.2019;25.02.2029;Stredni
0237947;1;1;1;DI;29.07.2024;29.07.2026;Stredni
0240793;0;0;1;EM;18.02.2021;18.02.2031;Stredni
0240796;1;1;0;EM;18.02.2021;18.02.2031;Stredni
0240797;0;0;1;EM;18.02.2021;18.02.2031;Stredni
0240798;1;1;0;EM;18.02.2021;18.02.2031;Stredni
0219365;0;0;1;EM;25.02.2019;25.02.2029;Stredni
0219434;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0219435;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0219472;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0219884;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0220725;1;1;0;EM;02.01.2018;02.01.2028;Stredni
0228225;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0228234;1;1;0;EM;25.02.2019;25.02.2029;Stredni
0228239;1;1;0;EM;25.02.2019;25.02.2029;Stredni
0237954;1;1;1;DI;29.07.2024;29.07.2026;Stredni
0238193;1;1;0;EM;20.04.2020;20.04.2030;Stredni
0238194;0;0;1;EM;20.04.2020;20.04.2030;Stredni
0238194;1;1;0;EM;20.04.2020;20.04.2030;Stredni
0238196;0;0;1;EM;20.04.2020;20.04.2030;Stredni
0238199;1;1;0;EM;20.04.2020;20.04.2030;Stredni
0240897;1;1;0;EM;26.09.2025;01.01.2050;Stredni
0240902;0;0;1;EM;26.09.2025;01.01.2050;Stredni
0220731;1;1;0;EM;02.01.2018;02.01.2028;Stredni
0220760;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0221068;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0221070;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0221071;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0221107;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0221133;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0228246;0;0;1;EM;25.02.2019;25.02.2029;Stredni
0228248;0;0;1;EM;25.02.2019;25.02.2029;Stredni
0228252;0;0;1;EM;25.02.2019;25.02.2029;Stredni
0228254;0;0;1;EM;25.02.2019;25.02.2029;Stredni
0228256;1;1;0;EM;25.02.2019;25.02.2029;Stredni
0238274;0;0;1;EM;20.04.2020;20.04.2030;Stredni
0238316;0;0;1;EM;01.11.2019;01.11.2029;Stredni
0238367;1;1;0;EM;12.04.2022;12.04.2032;Stredni
0240907;1;1;0;EM;26.09.2025;01.01.2050;Stredni
0240912;1;1;0;EM;26.09.2025;01.01.2050;Stredni
0221177;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0221204;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0221210;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0221371;0;0;1;EM;25.02.2019;25.02.2029;Stredni
0221379;0;0;1;EM;25.02.2019;25.02.2029;Stredni
0221380;0;0;1;EM;25.02.2019;25.02.2029;Stredni
0221382;1;1;0;EM;25.02.2019;25.02.2029;Stredni
0228260;0;0;1;EM;25.02.2019;25.02.2029;Stredni
0228263;1;1;0;EM;25.02.2019;25.02.2029;Stredni
0228266;0;0;1;EM;25.02.2019;25.02.2029;Stredni
0228268;0;0;1;EM;25.02.2019;25.02.2029;Stredni
0228269;1;1;0;EM;25.02.2019;25.02.2029;Stredni
0228271;0;0;1;EM;25.02.2019;25.02.2029;Stredni
0238384;1;1;0;EM;24.08.2023;24.08.2033;Stredni
0238389;1;1;0;EM;23.08.2023;23.08.2033;Stredni
0238432;0;0;1;EM;20.04.2020;20.04.2030;Stredni
0238464;1;1;0;EM;20.04.2020;20.04.2030;Stredni
0241405;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0242298;1;1;0;EM;02.11.2018;02.11.2028;Stredni
0222055;1;1;0;EM;25.02.2022;25.02.2032;Stredni
0222068;1;1;0;EM;24.08.2023;24.08.2033;Stredni
0228299;1;1;0;EM;27.10.2025;01.01.2050;Stredni
0228300;0;0;1;EM;22.01.2024;22.01.2034;Stredni
0228304;1;1;0;EM;27.10.2025;01.01.2050;Stredni
0238486;1;1;0;EM;23.02.2022;23.02.2032;Stredni
0240915;1;1;0;EM;26.09.2025;01.01.2050;Stredni
0240922;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0240932;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0240950;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0222097;1;1;0;EM;27.04.2023;27.04.2033;Stredni
0222100;0;0;1;EM;20.04.2020;20.04.2030;Stredni
0222210;1;1;0;EM;18.06.2025;01.01.2050;Stredni
0222211;0;0;1;EM;31.10.2025;01.01.2050;Stredni
0222211;1;1;0;EM;31.10.2025;01.01.2050;Stredni
0228746;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0228749;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0238635;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0238689;0;0;1;EM;29.03.2022;29.03.2032;Stredni
0238690;1;1;0;EM;02.03.2020;02.03.2030;Stredni
0238691;0;0;1;EM;29.03.2022;29.03.2032;Stredni
0238693;1;1;0;EM;02.03.2020;02.03.2030;Stredni
0238736;0;0;1;EM;24.08.2023;24.08.2033;Stredni
0238739;0;0;1;EM;07.06.2021;07.06.2031;Stredni
0210094;1;1;0;EM;01.09.2015;01.01.2050;Stredni
0210095;0;0;1;EM;01.09.2015;01.01.2050;Stredni
0210099;0;0;1;EM;01.09.2015;01.01.2050;Stredni
0210191;1;1;0;EM;12.10.2020;12.10.2030;Stredni
0210255;1;1;0;EM;31.03.2023;31.03.2033;Stredni
0210259;1;1;0;EM;02.03.2020;02.03.2030;Stredni
0210260;1;1;0;EM;02.03.2020;02.03.2030;Stredni
0210261;1;1;0;EM;02.03.2020;02.03.2030;Stredni
0210262;1;1;0;DHPC;16.02.2026;16.08.2026;Vysoka
0222243;0;0;1;EM;31.10.2025;01.01.2050;Stredni
0222245;1;1;0;EM;31.10.2025;01.01.2050;Stredni
0222252;0;0;1;EM;31.10.2025;01.01.2050;Stredni
0222262;1;1;0;EM;02.03.2020;02.03.2030;Stredni
0228887;0;0;1;EM;31.07.2020;31.07.2030;Stredni
0228888;1;1;0;EM;31.07.2020;31.07.2030;Stredni
0228888;0;0;1;EM;31.07.2020;31.07.2030;Stredni
0229431;1;1;0;DI;04.09.2025;04.03.2026;Stredni
0229436;1;1;0;DI;04.09.2025;04.03.2026;Stredni
0230558;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0230565;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0230567;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0230570;1;1;0;DI;16.12.2024;16.12.2026;Stredni
0230571;1;1;0;DI;16.12.2024;16.12.2026;Stredni
0230759;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0230789;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0230838;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0230865;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0230874;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0238745;0;0;1;EM;07.06.2021;07.06.2031;Stredni
0238757;0;0;1;EM;12.02.2025;12.02.2035;Stredni
0210422;0;0;1;EM;07.06.2021;07.06.2031;Stredni
0210424;0;0;1;EM;07.06.2021;07.06.2031;Stredni
0222265;1;1;0;EM;12.04.2022;12.04.2032;Stredni
0222270;1;1;0;EM;23.06.2025;01.01.2050;Stredni
0222304;0;0;1;EM;10.09.2021;01.01.2050;Stredni
0222307;0;0;1;EM;10.09.2021;01.01.2050;Stredni
0222345;0;0;1;EM;10.09.2021;01.01.2050;Stredni
0222347;0;0;1;EM;10.09.2021;01.01.2050;Stredni
0231181;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0231182;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0231183;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0231184;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0231196;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0231199;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0231201;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0238763;1;1;0;EM;27.04.2023;27.04.2033;Stredni
0238768;0;0;1;EM;01.01.2025;01.01.2035;Stredni
0238777;1;1;0;EM;24.09.2024;24.09.2034;Stredni
0210432;0;0;1;EM;07.06.2021;07.06.2031;Stredni
0210608;1;1;0;EM;12.06.2025;01.01.2050;Stredni
0210617;1;1;0;EM;12.06.2025;01.01.2050;Stredni
0210619;1;1;0;EM;12.06.2025;01.01.2050;Stredni
0210623;1;1;0;EM;12.06.2025;01.01.2050;Stredni
0210626;1;1;0;EM;12.06.2025;01.01.2050;Stredni
0210627;1;1;0;EM;12.06.2025;01.01.2050;Stredni
0222416;0;0;1;EM;10.02.2025;10.02.2035;Stredni
0222418;1;1;0;EM;10.02.2025;10.02.2035;Stredni
0222427;0;0;1;EM;05.03.2025;05.03.2035;Stredni
0231206;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0231214;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0231215;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0231217;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0231221;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0238847;1;1;0;EM;18.09.2023;18.09.2033;Stredni
0238860;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0238862;1;1;0;EM;28.11.2025;01.01.2050;Stredni
0238864;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0222632;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0222744;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0222795;0;0;1;EM;23.05.2023;23.05.2033;Stredni
0222796;1;1;0;EM;23.05.2023;23.05.2033;Stredni
0231223;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0231226;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0232264;1;1;0;EM;05.10.2023;05.10.2033;Stredni
0232267;1;1;0;EM;05.10.2023;05.10.2033;Stredni
0232272;1;1;0;EM;05.10.2023;05.10.2033;Stredni
0238978;1;1;0;EM;20.08.2024;20.08.2034;Stredni
